ID,Neighborhood_ID,Avg,City,Sigungu,Neighborhood_name
415,11740590,13746.44253,서울특별시,강동구,암사3동
416,11740600,37425.71217,서울특별시,강동구,천호1동
417,11740610,46096.80398,서울특별시,강동구,천호2동
418,11740620,29344.90079,서울특별시,강동구,천호3동
419,11740640,24663.19122,서울특별시,강동구,성내1동
420,11740650,24836.48163,서울특별시,강동구,성내2동
421,11740660,27192.98607,서울특별시,강동구,성내3동
422,11740685,47542.95695,서울특별시,강동구,길동
423,11740690,6893.440823,서울특별시,강동구,둔촌1동
424,11740700,28506.27303,서울특별시,강동구,둔촌2동
